ID~EntityTypeID~EntityID~ReferenceIDType~ReferenceID~DocumentStatus~Action~Date
'1'~'1'~'1783'~'StetonID'~'M604'~'Final'~'Insert'~'2014-04-08 18:23:44'
'2'~'1'~'1784'~'StetonID'~'M257'~'Final'~'Insert'~'2014-04-08 18:23:44'
'3'~'1'~'1785'~'StetonID'~'M544'~'Final'~'Insert'~'2014-04-08 18:23:44'
'4'~'1'~'1790'~'StetonID'~'M338'~'Final'~'Insert'~'2014-04-08 18:23:44'
'5'~'1'~'1791'~'StetonID'~'M805'~'Final'~'Insert'~'2014-04-08 18:23:44'
'6'~'1'~'1792'~'StetonID'~'M806'~'Final'~'Insert'~'2014-04-08 18:23:44'
'7'~'1'~'1794'~'StetonID'~'M477'~'Final'~'Insert'~'2014-04-08 18:23:44'
'8'~'1'~'1797'~'StetonID'~'M336'~'Final'~'Insert'~'2014-04-08 18:23:44'
'9'~'1'~'1808'~'StetonID'~'M621'~'Final'~'Insert'~'2014-04-08 18:23:44'
'10'~'1'~'1818'~'StetonID'~'M149'~'Final'~'Insert'~'2014-04-08 18:23:44'
'11'~'1'~'1820'~'StetonID'~'M620'~'Final'~'Insert'~'2014-04-08 18:23:44'
'12'~'1'~'1822'~'StetonID'~'M745'~'Final'~'Insert'~'2014-04-08 18:23:44'
'13'~'1'~'1825'~'StetonID'~'M152'~'Final'~'Insert'~'2014-04-08 18:23:44'
'14'~'1'~'1827'~'StetonID'~'M237'~'Final'~'Insert'~'2014-04-08 18:23:44'
'15'~'1'~'1829'~'StetonID'~'M746'~'Final'~'Insert'~'2014-04-08 18:23:44'
'16'~'1'~'1830'~'StetonID'~'M747'~'Final'~'Insert'~'2014-04-08 18:23:44'
'17'~'1'~'1835'~'StetonID'~'M748'~'Final'~'Insert'~'2014-04-08 18:23:44'
'18'~'1'~'1836'~'StetonID'~'M750'~'Final'~'Insert'~'2014-04-08 18:23:44'
'19'~'1'~'1837'~'StetonID'~'M622'~'Final'~'Insert'~'2014-04-08 18:23:44'
'20'~'1'~'1841'~'StetonID'~'M623'~'Final'~'Insert'~'2014-04-08 18:23:44'
'21'~'1'~'1844'~'StetonID'~'M864'~'Final'~'Insert'~'2014-04-08 18:23:44'
'22'~'1'~'1846'~'StetonID'~'M159'~'Final'~'Insert'~'2014-04-08 18:23:44'
'23'~'1'~'1849'~'StetonID'~'M119'~'Final'~'Insert'~'2014-04-08 18:23:44'
'24'~'1'~'1851'~'StetonID'~'M160'~'Final'~'Insert'~'2014-04-08 18:23:44'
'25'~'1'~'1852'~'StetonID'~'M161'~'Final'~'Insert'~'2014-04-08 18:23:44'
'26'~'1'~'1853'~'StetonID'~'M255'~'Final'~'Insert'~'2014-04-08 18:23:44'
'27'~'1'~'1855'~'StetonID'~'M349'~'Final'~'Insert'~'2014-04-08 18:23:44'
'28'~'1'~'1858'~'StetonID'~'M624'~'Final'~'Insert'~'2014-04-08 18:23:44'
'29'~'1'~'1876'~'StetonID'~'M339'~'Final'~'Insert'~'2014-04-08 18:23:44'
'30'~'1'~'1877'~'StetonID'~'M756'~'Final'~'Insert'~'2014-04-08 18:23:44'
'31'~'1'~'1881'~'StetonID'~'M757'~'Final'~'Insert'~'2014-04-08 18:23:44'
'32'~'1'~'1883'~'StetonID'~'M491'~'Final'~'Insert'~'2014-04-08 18:23:44'
'33'~'1'~'1885'~'StetonID'~'M163'~'Final'~'Insert'~'2014-04-08 18:23:44'
'34'~'1'~'1890'~'StetonID'~'M375'~'Final'~'Insert'~'2014-04-08 18:23:44'
'35'~'1'~'1894'~'StetonID'~'M712'~'Final'~'Insert'~'2014-04-08 18:23:44'
'36'~'1'~'1895'~'StetonID'~'M353'~'Final'~'Insert'~'2014-04-08 18:23:44'
'37'~'1'~'1896'~'StetonID'~'M164'~'Final'~'Insert'~'2014-04-08 18:23:44'
'38'~'1'~'1899'~'StetonID'~'M497'~'Final'~'Insert'~'2014-04-08 18:23:44'
'39'~'1'~'1900'~'StetonID'~'M587'~'Final'~'Insert'~'2014-04-08 18:23:44'
'40'~'1'~'1902'~'StetonID'~'M862'~'Final'~'Insert'~'2014-04-08 18:23:44'
'41'~'1'~'1905'~'StetonID'~'M759'~'Final'~'Insert'~'2014-04-08 18:23:44'
'42'~'1'~'1909'~'StetonID'~'M905'~'Final'~'Insert'~'2014-04-08 18:23:44'
'43'~'1'~'1932'~'StetonID'~'M665'~'Final'~'Insert'~'2014-04-08 18:23:44'
'44'~'1'~'1933'~'StetonID'~'M760'~'Final'~'Insert'~'2014-04-08 18:23:44'
'45'~'1'~'1950'~'StetonID'~'M617'~'Final'~'Insert'~'2014-04-08 18:23:44'
'46'~'1'~'1964'~'StetonID'~'M729'~'Final'~'Insert'~'2014-04-08 18:23:44'
'47'~'1'~'1976'~'StetonID'~'M847'~'Final'~'Insert'~'2014-04-08 18:23:44'
'48'~'1'~'1978'~'StetonID'~'M335'~'Final'~'Insert'~'2014-04-08 18:23:44'
'49'~'1'~'1991'~'StetonID'~'M115'~'Final'~'Insert'~'2014-04-08 18:23:44'
'50'~'1'~'2002'~'StetonID'~'M730'~'Final'~'Insert'~'2014-04-08 18:23:44'
'51'~'1'~'2004'~'StetonID'~'M205'~'Final'~'Insert'~'2014-04-08 18:23:44'
'52'~'1'~'2005'~'StetonID'~'M610'~'Final'~'Insert'~'2014-04-08 18:23:44'
'53'~'1'~'2006'~'StetonID'~'M456'~'Final'~'Insert'~'2014-04-08 18:23:44'
'54'~'1'~'2010'~'StetonID'~'M457'~'Final'~'Insert'~'2014-04-08 18:23:44'
'55'~'1'~'2012'~'StetonID'~'M125'~'Final'~'Insert'~'2014-04-08 18:23:44'
'56'~'1'~'2018'~'StetonID'~'M128'~'Final'~'Insert'~'2014-04-08 18:23:44'
'57'~'1'~'2019'~'StetonID'~'M733'~'Final'~'Insert'~'2014-04-08 18:23:44'
'58'~'1'~'2030'~'StetonID'~'M917'~'Final'~'Insert'~'2014-04-08 18:23:44'
'59'~'1'~'2033'~'StetonID'~'M129'~'Final'~'Insert'~'2014-04-08 18:23:44'
'60'~'1'~'2036'~'StetonID'~'M360'~'Final'~'Insert'~'2014-04-08 18:23:44'
'61'~'1'~'2038'~'StetonID'~'M534'~'Final'~'Insert'~'2014-04-08 18:23:44'
'62'~'1'~'2040'~'StetonID'~'M130'~'Final'~'Insert'~'2014-04-08 18:23:44'
'63'~'1'~'2045'~'StetonID'~'M363'~'Final'~'Insert'~'2014-04-08 18:23:44'
'64'~'1'~'2048'~'StetonID'~'M734'~'Final'~'Insert'~'2014-04-08 18:23:44'
'65'~'1'~'2050'~'StetonID'~'M313'~'Final'~'Insert'~'2014-04-08 18:23:44'
'66'~'1'~'2051'~'StetonID'~'M132'~'Final'~'Insert'~'2014-04-08 18:23:44'
'67'~'1'~'2054'~'StetonID'~'M848'~'Final'~'Insert'~'2014-04-08 18:23:44'
'68'~'1'~'2071'~'StetonID'~'M180'~'Final'~'Insert'~'2014-04-08 18:23:44'
'69'~'1'~'2074'~'StetonID'~'M735'~'Final'~'Insert'~'2014-04-08 18:23:44'
'70'~'1'~'2076'~'StetonID'~'M736'~'Final'~'Insert'~'2014-04-08 18:23:44'
'71'~'1'~'2079'~'StetonID'~'M468'~'Final'~'Insert'~'2014-04-08 18:23:44'
'72'~'1'~'2087'~'StetonID'~'M738'~'Final'~'Insert'~'2014-04-08 18:23:44'
'73'~'1'~'2088'~'StetonID'~'M784'~'Final'~'Insert'~'2014-04-08 18:23:44'
'74'~'1'~'2089'~'StetonID'~'M739'~'Final'~'Insert'~'2014-04-08 18:23:44'
'75'~'1'~'2094'~'StetonID'~'M741'~'Final'~'Insert'~'2014-04-08 18:23:44'
'76'~'1'~'2097'~'StetonID'~'M601'~'Final'~'Insert'~'2014-04-08 18:23:44'
'77'~'1'~'2098'~'StetonID'~'M552'~'Final'~'Insert'~'2014-04-08 18:23:44'
'78'~'1'~'2100'~'StetonID'~'M801'~'Final'~'Insert'~'2014-04-08 18:23:44'
'79'~'1'~'2101'~'StetonID'~'M742'~'Final'~'Insert'~'2014-04-08 18:23:44'
'80'~'1'~'2102'~'StetonID'~'M743'~'Final'~'Insert'~'2014-04-08 18:23:44'
'81'~'1'~'2105'~'StetonID'~'M744'~'Final'~'Insert'~'2014-04-08 18:23:44'
'82'~'1'~'2110'~'StetonID'~'M139'~'Final'~'Insert'~'2014-04-08 18:23:44'
'83'~'1'~'2115'~'StetonID'~'M542'~'Final'~'Insert'~'2014-04-08 18:23:44'
'84'~'1'~'2117'~'StetonID'~'M602'~'Final'~'Insert'~'2014-04-08 18:23:44'
'85'~'1'~'2122'~'StetonID'~'M820'~'Final'~'Insert'~'2014-04-08 18:23:44'
'86'~'1'~'2127'~'StetonID'~'M226'~'Final'~'Insert'~'2014-04-08 18:23:44'
'87'~'1'~'2128'~'StetonID'~'M821'~'Final'~'Insert'~'2014-04-08 18:23:44'
'88'~'1'~'2129'~'StetonID'~'M763'~'Final'~'Insert'~'2014-04-08 18:23:44'
'89'~'1'~'2133'~'StetonID'~'M761'~'Final'~'Insert'~'2014-04-08 18:23:44'
'90'~'1'~'2134'~'StetonID'~'M183'~'Final'~'Insert'~'2014-04-08 18:23:44'
'91'~'1'~'2136'~'StetonID'~'M341'~'Final'~'Insert'~'2014-04-08 18:23:44'
'92'~'1'~'2137'~'StetonID'~'M762'~'Final'~'Insert'~'2014-04-08 18:23:44'
'93'~'1'~'2139'~'StetonID'~'M764'~'Final'~'Insert'~'2014-04-08 18:23:44'
'94'~'1'~'2140'~'StetonID'~'M823'~'Final'~'Insert'~'2014-04-08 18:23:44'
'95'~'1'~'2143'~'StetonID'~'M825'~'Final'~'Insert'~'2014-04-08 18:23:44'
'96'~'1'~'2147'~'StetonID'~'M765'~'Final'~'Insert'~'2014-04-08 18:23:44'
'97'~'1'~'2149'~'StetonID'~'M358'~'Final'~'Insert'~'2014-04-08 18:23:44'
'98'~'1'~'2152'~'StetonID'~'M441'~'Final'~'Insert'~'2014-04-08 18:23:44'
'99'~'1'~'2153'~'StetonID'~'M229'~'Final'~'Insert'~'2014-04-08 18:23:44'
'100'~'1'~'2154'~'StetonID'~'M603'~'Final'~'Insert'~'2014-04-08 18:23:44'
'101'~'1'~'2155'~'StetonID'~'M828'~'Final'~'Insert'~'2014-04-08 18:23:44'
'102'~'1'~'2157'~'StetonID'~'M766'~'Final'~'Insert'~'2014-04-08 18:23:44'
'103'~'1'~'2164'~'StetonID'~'M230'~'Final'~'Insert'~'2014-04-08 18:23:44'
'104'~'1'~'2165'~'StetonID'~'M768'~'Final'~'Insert'~'2014-04-08 18:23:44'
'105'~'1'~'2169'~'StetonID'~'M181'~'Final'~'Insert'~'2014-04-08 18:23:44'
'106'~'1'~'2174'~'StetonID'~'M305'~'Final'~'Insert'~'2014-04-08 18:23:44'
'107'~'1'~'2175'~'StetonID'~'M833'~'Final'~'Insert'~'2014-04-08 18:23:44'
'108'~'1'~'2176'~'StetonID'~'M627'~'Final'~'Insert'~'2014-04-08 18:23:44'
'109'~'1'~'2184'~'StetonID'~'M249'~'Final'~'Insert'~'2014-04-08 18:23:44'
'110'~'1'~'2188'~'StetonID'~'M769'~'Final'~'Insert'~'2014-04-08 18:23:44'
'111'~'1'~'2190'~'StetonID'~'M250'~'Final'~'Insert'~'2014-04-08 18:23:44'
'112'~'1'~'2200'~'StetonID'~'M251'~'Final'~'Insert'~'2014-04-08 18:23:44'
'113'~'1'~'2202'~'StetonID'~'M186'~'Final'~'Insert'~'2014-04-08 18:23:44'
'114'~'1'~'2204'~'StetonID'~'M776'~'Final'~'Insert'~'2014-04-08 18:23:44'
'115'~'1'~'2205'~'StetonID'~'M777'~'Final'~'Insert'~'2014-04-08 18:23:44'
'116'~'1'~'2212'~'StetonID'~'M770'~'Final'~'Insert'~'2014-04-08 18:23:44'
'117'~'1'~'2218'~'StetonID'~'M187'~'Final'~'Insert'~'2014-04-08 18:23:44'
