ID~MultiValueFieldID~EntityTypeID~EntityID~FieldDefinitionID~SelectedValue~LastUpdatedBy~DocumentKey~LastUpdatedUTC~WasDeleted
'3'~'125'~'2'~'31'~'42'~'4'~'86DBFFF6-CBB6-49B3-A2D1-052B52FE1326'~'71A78E28-A02C-41F2-A6AF-D0D7B202F936'~'2013-10-28 20:45:57'~'false'
'4'~'126'~'2'~'31'~'42'~'4'~'86DBFFF6-CBB6-49B3-A2D1-052B52FE1326'~'71A78E28-A02C-41F2-A6AF-D0D7B202F936'~'2013-10-28 20:46:47'~'false'
'5'~'127'~'2'~'69'~'43'~'2'~'A003C9BF-BE66-4414-9F49-7DB6B5327D41'~'53C168BF-BC3D-4A46-BC8A-CDDDFCF25223'~'2013-10-30 20:36:09'~'false'
'6'~'128'~'2'~'69'~'43'~'2'~'A003C9BF-BE66-4414-9F49-7DB6B5327D41'~'53C168BF-BC3D-4A46-BC8A-CDDDFCF25223'~'2013-10-30 20:36:26'~'false'
'7'~'129'~'2'~'69'~'43'~'4'~'A003C9BF-BE66-4414-9F49-7DB6B5327D41'~'53C168BF-BC3D-4A46-BC8A-CDDDFCF25223'~'2013-10-30 20:36:33'~'false'
'8'~'130'~'2'~'69'~'43'~'3'~'A003C9BF-BE66-4414-9F49-7DB6B5327D41'~'53C168BF-BC3D-4A46-BC8A-CDDDFCF25223'~'2013-10-30 20:36:40'~'false'
'9'~'131'~'2'~'73'~'42'~'2'~'1CAC7EBC-236C-421F-A1AE-C91ABFD226A2'~'CB491C0C-B710-462F-97A8-7CF06B3D0F02'~'2013-11-01 10:07:28'~'false'
'10'~'132'~'2'~'73'~'42'~'4'~'1CAC7EBC-236C-421F-A1AE-C91ABFD226A2'~'CB491C0C-B710-462F-97A8-7CF06B3D0F02'~'2013-11-01 10:07:40'~'false'
'11'~'133'~'2'~'73'~'42'~'2'~'1CAC7EBC-236C-421F-A1AE-C91ABFD226A2'~'CB491C0C-B710-462F-97A8-7CF06B3D0F02'~'2013-11-01 10:22:53'~'false'
'12'~'134'~'2'~'73'~'42'~'2'~'1CAC7EBC-236C-421F-A1AE-C91ABFD226A2'~'CB491C0C-B710-462F-97A8-7CF06B3D0F02'~'2013-11-01 10:23:01'~'false'
'13'~'135'~'2'~'73'~'42'~'2'~'1CAC7EBC-236C-421F-A1AE-C91ABFD226A2'~'CB491C0C-B710-462F-97A8-7CF06B3D0F02'~'2013-11-01 10:23:59'~'false'
'14'~'136'~'2'~'73'~'42'~'2'~'1CAC7EBC-236C-421F-A1AE-C91ABFD226A2'~'CB491C0C-B710-462F-97A8-7CF06B3D0F02'~'2013-11-01 10:24:04'~'false'
'15'~'137'~'2'~'73'~'42'~'2'~'1CAC7EBC-236C-421F-A1AE-C91ABFD226A2'~'02AEE7E3-780C-438E-A2DE-B213F5266D06'~'2013-11-01 10:43:24'~'false'
'16'~'138'~'2'~'73'~'42'~'2'~'1CAC7EBC-236C-421F-A1AE-C91ABFD226A2'~'02AEE7E3-780C-438E-A2DE-B213F5266D06'~'2013-11-01 10:43:53'~'false'
'17'~'139'~'2'~'73'~'42'~'4'~'1CAC7EBC-236C-421F-A1AE-C91ABFD226A2'~'EBC5759B-1DD1-4A4F-B70A-4CC3DCF6CD5E'~'2013-11-01 11:51:15'~'false'
'18'~'140'~'2'~'69'~'42'~'4'~'66FC0F36-1060-4CDE-8AF7-7CF4DC076154'~'DCFCDD87-17A2-433D-9E26-28164CCC1A2A'~'2013-11-01 12:38:46'~'false'
'19'~'141'~'2'~'69'~'42'~'4'~'66FC0F36-1060-4CDE-8AF7-7CF4DC076154'~'DCFCDD87-17A2-433D-9E26-28164CCC1A2A'~'2013-11-01 12:38:59'~'false'
'20'~'142'~'2'~'69'~'42'~'2'~'66FC0F36-1060-4CDE-8AF7-7CF4DC076154'~'DCFCDD87-17A2-433D-9E26-28164CCC1A2A'~'2013-11-01 12:39:21'~'false'
'21'~'143'~'2'~'69'~'42'~'4'~'66FC0F36-1060-4CDE-8AF7-7CF4DC076154'~'DCFCDD87-17A2-433D-9E26-28164CCC1A2A'~'2013-11-01 12:39:31'~'false'
'22'~'144'~'2'~'71'~'42'~'4'~'66FC0F36-1060-4CDE-8AF7-7CF4DC076154'~'DCFCDD87-17A2-433D-9E26-28164CCC1A2A'~'2013-11-01 12:57:19'~'false'
'23'~'145'~'2'~'31'~'42'~'3'~'66FC0F36-1060-4CDE-8AF7-7CF4DC076154'~'0F4DDA5A-DB0B-4DF5-964E-9C6F7F7F87C1'~'2013-11-02 23:34:39'~'false'
'24'~'146'~'2'~'31'~'42'~'6'~'66FC0F36-1060-4CDE-8AF7-7CF4DC076154'~'0F4DDA5A-DB0B-4DF5-964E-9C6F7F7F87C1'~'2013-11-02 23:34:54'~'false'
'25'~'147'~'2'~'71'~'42'~'5'~'66FC0F36-1060-4CDE-8AF7-7CF4DC076154'~'BC6A53EC-E734-421E-B5D9-C047216E5391'~'2013-11-03 14:10:39'~'false'
