WorkFlowDefinitionID~EntityTypeID~ProcessStepTypeID~Role~Sequence~CreateDate~Enabled~DocumentKey~LastUpdatedBy
'2'~'1'~'2'~'8D928B1C-E12D-4AA4-BD06-C13E6CFC33B2'~'2'~'2013-05-28 00:00:00'~'true'~~
'3'~'1'~'3'~'92BD8957-9CE1-40C6-8FE7-0BE78760E664'~'3'~'2013-05-28 00:00:00'~'true'~~
'4'~'1'~'4'~'C676806A-17B0-4C41-AE63-28EF48242ACE'~'4'~'2013-05-28 00:00:00'~'true'~~
'5'~'1'~'5'~'73E91855-C845-4AC4-84FA-431856387907'~'4'~'2013-05-28 00:00:00'~'true'~~
'6'~'1'~'6'~'AFA0B5D9-6711-463D-B70B-B08CB6DA9787'~'5'~'2013-05-28 00:00:00'~'true'~~
'11'~'2'~'2'~'8D928B1C-E12D-4AA4-BD06-C13E6CFC33B2'~'2'~'2013-06-10 00:00:00'~'true'~~
'12'~'2'~'3'~'92BD8957-9CE1-40C6-8FE7-0BE78760E664'~'4'~'2013-06-10 00:00:00'~'true'~~
'13'~'2'~'4'~'179BC584-424D-4F51-BCC2-E82C583FDE20'~'6'~'2013-06-10 00:00:00'~'false'~~
'14'~'2'~'5'~'73E91855-C845-4AC4-84FA-431856387907'~'8'~'2013-06-10 00:00:00'~'true'~~
'15'~'2'~'6'~'AFA0B5D9-6711-463D-B70B-B08CB6DA9787'~'10'~'2013-06-10 00:00:00'~'true'~~
'16'~'1'~'7'~'73E91855-C845-4AC4-84FA-431856387907'~'5'~'2013-06-11 00:00:00'~'true'~~
'17'~'1'~'8'~'8D928B1C-E12D-4AA4-BD06-C13E6CFC33B2'~'6'~'2013-06-11 00:00:00'~'true'~~
'18'~'2'~'7'~'73E91855-C845-4AC4-84FA-431856387907'~'10'~'2013-06-11 00:00:00'~'true'~~
'19'~'2'~'8'~'8D928B1C-E12D-4AA4-BD06-C13E6CFC33B2'~'11'~'2013-06-11 00:00:00'~'true'~~
'20'~'1'~'9'~'AFA0B5D9-6711-463D-B70B-B08CB6DA9787'~'6'~'2013-06-11 00:00:00'~'true'~~
'21'~'2'~'9'~'AFA0B5D9-6711-463D-B70B-B08CB6DA9787'~'11'~'2013-06-11 00:00:00'~'true'~~
'22'~'2'~'10'~'179BC584-424D-4F51-BCC2-E82C583FDE20'~'6'~'2013-06-14 00:00:00'~'true'~~
'23'~'2'~'11'~'179BC584-424D-4F51-BCC2-E82C583FDE20'~'12'~'2013-06-14 00:00:00'~'true'~~
'24'~'1'~'11'~'C676806A-17B0-4C41-AE63-28EF48242ACE'~'7'~'2013-06-14 00:00:00'~'true'~~
'25'~'2'~'12'~'8D928B1C-E12D-4AA4-BD06-C13E6CFC33B2'~'3'~'2013-06-25 00:00:00'~'true'~~
'26'~'2'~'13'~'92BD8957-9CE1-40C6-8FE7-0BE78760E664'~'5'~'2013-06-25 00:00:00'~'true'~~
'27'~'2'~'14'~'179BC584-424D-4F51-BCC2-E82C583FDE20'~'7'~'2013-06-25 00:00:00'~'true'~~
'28'~'2'~'15'~'AFA0B5D9-6711-463D-B70B-B08CB6DA9787'~'9'~'2013-06-25 00:00:00'~'true'~~
'30'~'99'~'17'~'8D928B1C-E12D-4AA4-BD06-C13E6CFC33B2'~'2'~'2013-07-10 00:00:00'~'true'~~
'31'~'99'~'19'~'179BC584-424D-4F51-BCC2-E82C583FDE20'~'3'~'2013-07-10 00:00:00'~'true'~~
'32'~'99'~'20'~'C676806A-17B0-4C41-AE63-28EF48242ACE'~'3'~'2013-07-10 00:00:00'~'true'~~
'34'~'99'~'21'~'8D928B1C-E12D-4AA4-BD06-C13E6CFC33B2'~'3'~'2013-07-24 00:00:00'~'true'~~
'35'~'2'~'22'~'EC776B3F-BF24-4070-B1C8-25D4A7C16D96'~'99'~'2013-10-22 00:00:00'~'true'~~
'36'~'1'~'2'~'92BD8957-9CE1-40C6-8FE7-0BE78760E664'~'2'~'2013-11-18 00:00:00'~'true'~~
'37'~'2'~'2'~'92BD8957-9CE1-40C6-8FE7-0BE78760E664'~'2'~'2013-11-18 00:00:00'~'true'~~
'38'~'2'~'12'~'92BD8957-9CE1-40C6-8FE7-0BE78760E664'~'3'~'2013-11-18 00:00:00'~'true'~~
