companyid~facilityid~aow~region~country~status
'M115'~~'Latin America'~~~'Approved'
'M115'~'A162'~'Latin America'~~~'Approved'
'M119'~~'APMEA'~'Greater Asia'~'CN'~'Approved'
'M119'~~'APMEA'~'Pacific'~'AU'~'Approved'
'M119'~~'APMEA'~'Pacific'~'NZ'~'Approved'
'M119'~~'APMEA'~'South Africa'~'ZA'~'Approved'
'M119'~~'Latin America'~~~'Approved'
'M119'~'A1598'~'APMEA'~'Greater Asia'~'CN'~'Approved'
'M119'~'A1599'~'APMEA'~'Greater Asia'~'CN'~'Approved'
'M119'~'A1600'~'APMEA'~'Pacific'~'NZ'~'Approved'
'M119'~'A1601'~'APMEA'~'Greater Asia'~'CN'~'Approved'
'M119'~'A280'~'APMEA'~'South Africa'~'ZA'~'Approved'
'M119'~'A288'~'Latin America'~~~'Approved'
'M119'~'A292'~'APMEA'~'Pacific'~'AU'~'Approved'
'M120'~'A1636'~'North America'~'United States'~'US'~'Identified'
'M125'~~'Latin America'~~~'Approved'
'M125'~'A174'~'Latin America'~~~'Approved'
'M127                          '~'A1666                         '~'Latin America'~~~'Approved'
'M127                          '~'A1667                         '~'Latin America'~~~'Approved'
'M127                          '~'A1668                         '~'Latin America'~~~'Approved'
'M127                          '~'A1669                         '~'Latin America'~~~'Approved'
'M127                          '~'A176                          '~'Latin America'~~~'Approved'
'M127                          '~'A394                          '~'Latin America'~~~'Approved'
'M127                          '~'A395                          '~'Latin America'~~~'Approved'
'M127                          '~'A396                          '~'Latin America'~~~'Approved'
'M127                          '~'A586                          '~'Latin America'~~~'Approved'
'M128'~~'Latin America'~~~'Approved'
'M128'~'A499'~'Latin America'~~~'Approved'
'M129'~~'Latin America'~~~'Approved'
'M129'~'A177'~'Latin America'~~~'Approved'
'M130'~~'Latin America'~~~'Approved'
'M130'~'A180'~'Latin America'~~~'Approved'
'M132'~~'Latin America'~~~'Approved'
'M132'~'A183'~'Latin America'~~~'Approved'
'M139'~~'Latin America'~~~'Approved'
'M139'~'A228'~'Latin America'~~~'Approved'
'M145'~~'APMEA'~'Pacific'~'NZ'~'Approved'
'M145'~~'Latin America'~~~'Approved'
'M145'~'A241'~'Latin America'~~~'Approved'
'M145'~'A596'~'Latin America'~~~'Approved'
'M145'~'A599'~'APMEA'~'Pacific'~'NZ'~'Approved'
'M149'~~'Latin America'~~~'Approved'
'M149'~'A259'~'Latin America'~~~'Approved'
